Date,S&P 500 Quarterly Return (%),NASDAQ-100 Quarterly Return (%),Top NASDAQ Companies Average EPS Growth (%)
1992-03-31 00:00:00-05:00,,,
1992-06-30 00:00:00-04:00,1.102334013752837,-6.754365463905931,
1992-09-30 00:00:00-04:00,2.3668282446777766,3.9687236119405833,
1992-12-31 00:00:00-05:00,4.286741068787259,15.007104544082384,
1993-03-31 00:00:00-05:00,3.6629919638420105,-0.2123864503087547,
1993-06-30 00:00:00-04:00,-0.25239989694819664,1.8655017310586608,
1993-09-30 00:00:00-04:00,1.8644693847788218,4.531238330594922,
1993-12-31 00:00:00-05:00,1.63859840308207,4.066995699239406,
1994-03-31 00:00:00-05:00,-4.433491832385384,-3.8465419732784945,
1994-06-30 00:00:00-04:00,-0.33649640778172785,-5.917068144902393,
1994-09-30 00:00:00-04:00,4.150629774103143,9.311690104698256,
1994-12-31 00:00:00-05:00,-0.7434467603754435,2.645672908131824,
1995-03-31 00:00:00-05:00,9.02301553175786,10.606774197468894,
1995-06-30 00:00:00-04:00,8.79551223192896,20.324284164348995,
1995-09-30 00:00:00-04:00,7.2803989251089885,8.744862782929808,
1995-12-31 00:00:00-05:00,5.393477349753373,-1.5126198746478026,
1996-03-31 00:00:00-05:00,4.800871474980117,5.806713136556563,
1996-06-30 00:00:00-04:00,3.893106875726171,11.089239626831526,
1996-09-30 00:00:00-04:00,2.4901975881543637,8.898570886977897,
1996-12-31 00:00:00-05:00,7.770644641808189,11.36027457669,
1997-03-31 00:00:00-05:00,2.2113028996355144,-2.958506407220185,
1997-06-30 00:00:00-04:00,16.908815030229785,20.10388060186088,
1997-09-30 00:00:00-04:00,7.020359900136075,14.609845207369387,
1997-12-31 00:00:00-05:00,2.4438352612679237,-9.691386286171412,
1998-03-31 00:00:00-05:00,13.53214640060001,23.195705936006572,
1998-06-30 00:00:00-04:00,2.912635881126624,9.558757424137077,
1998-09-30 00:00:00-04:00,-10.303919386909522,0.6086720547115787,
1998-12-31 00:00:00-05:00,20.86704837369615,36.457623778689,
1999-03-31 00:00:00-05:00,4.648439718875719,14.726492849949935,
1999-06-30 00:00:00-04:00,6.711907627513258,9.038218784847496,
1999-09-30 00:00:00-04:00,-6.556374074719617,4.838528971881151,
