Date,Close,High,Low,Open,Volume,RSI,RSI_2,SMA_50,EMA_50,MACD,MACD_Signal,MACD_Hist,ATR,CCI,RSI_slope,Bollinger_Upper,Bollinger_Lower,Bollinger_Middle,Bollinger_Width,VWAP,MACD_Delta,RSI_Delta,Momentum,Momentum_Change,Volatility,Volatility_Change,ROC,Williams_%R,TRIX,TSI,ADX,Short_Momentum,Trend_5D,Trend_10D,Volume_Trend,RSI_Bollinger_Middle,RSI_Bollinger_Upper,RSI_Bollinger_Lower,Gann_Angle_1D,Gann_Angle_2D,Gann_Up_Cycle_Length,Gann_Down_Cycle_Length,double_top,triple_top,triple_bottm,VIX_Close,SPY_Close,US10Y_Yield,US2Y_Yield,SPY_VIX_RATIO,YIELD_SPREAD_10Y_2Y,SPY_Change,VIX_Change,US10Y_Change,US2Y_Change,Day_Of_Week,Month,RSI_above_70,RSI_below_30,RSI_cross_down_70,RSI_cross_up_30,Bollinger_2pct_Lower,Bollinger_Strong,RSI_Bollinger_Strong_Above,RSI_Bollinger_Strong_Below,Target_Tomorrow,Target_3_Days,Target_Next_Week,Close_Normal
2023-03-15 00:00:00,294.6855163574219,-1.6685374965177713,-1.6871352623093767,-1.6932947928858488,2.3419273054902106,-0.18616430136661935,0.8805841014598648,-1.922424108404055,-1.5700116188611764,-0.3755753020884839,-0.31029015813591665,-0.229301266439226,-0.1702083667004046,-0.20194310746593044,0.338885177268667,-1.7866149460674245,-1.7016870618584796,-1.7555220843651183,-0.4829442033527182,-1.5550885193832102,-0.229301266439226,0.338885177268667,-0.060724463613873236,0.009697796946033592,-0.1702083667004046,-0.10096149637930914,0.11907337683726489,0.3137136220565377,-0.49456097324913717,-0.5077183763857476,-0.3367823510346028,1.4177246400163719,-0.06072444207906902,0.440909133498291,-0.561234378340833,1.6444605730392754,1.6751608853327815,1.5943573295383777,0.20581894032166584,0.9445172205045619,1.0472097666057298,-0.7010926714267416,0.0,1.0,1.0,1.9590051607414727,-1.5669566086092996,-1.731534605912451,-0.8010377676358488,14.439948141130376,-1.065999984741211,-0.6819595591894043,1.1740033910129914,-2.2100804667862404,-4.055583477884334,2,3,0,0,0,0,0,0,0,1,0.026360737159488848,0.025135313845792182,0.025637786077521773,-1.6456797700752597
2023-03-16 00:00:00,302.4536437988281,-1.5625512113382374,-1.633546523836624,-1.6491055100512828,3.217997555611165,0.4185867372466025,1.1932276549611514,-1.9102194613281984,-1.5618064879356257,-0.20894616468211527,-0.29466075040227324,0.2503719515532264,-0.06906216072361708,1.1530443589722932,1.4785232588919404,-1.7959328994277306,-1.694960534742644,-1.7571115882532164,-0.5949496479134225,-1.5447989494769825,0.2503719515532264,1.4785232588919404,1.5377135434972957,2.3374788979235412,-0.06906216072361708,0.6630000075215297,0.798646717860041,1.1369219102172152,-0.4698336723336149,-0.3324763734642866,-0.366105592818585,1.6021790981209276,1.537712998175794,0.9325063370480156,-0.13269625698936408,1.7398338355847431,1.7741652273922766,1.6848356141896343,1.303604130524202,1.0957147600770867,1.661600980481269,-0.7010926714267416,0.0,1.0,1.0,1.282119633886053,-1.4746180938882916,-1.4792677918642474,-0.868471138603178,16.70651446262256,-0.945000171661377,1.6382428563230595,-1.4798932301401757,1.389808428174023,-0.9280472026644735,3,3,0,0,0,0,0,1,0,1,-0.004726358646490834,0.01307129464106887,0.011145415996144005,-1.5393781591455025
2023-03-17 00:00:00,301.0241394042969,-1.5361562721108086,-1.5497055565731994,-1.5319855006671623,2.7203553002049055,0.2607519582058436,0.5678448626705732,-1.8987961794333015,-1.5546599455781356,-0.10342290629058541,-0.2593032296352965,0.48004161573652077,-0.08676563944896303,1.5533799742947334,-0.3755346544291536,-1.7896490109824061,-1.6987588423609623,-1.755681761045382,-0.5245317272413718,-1.5341816310367251,0.48004161573652077,-0.3755346544291536,1.8925937831799784,0.5162469601589071,-0.08676563944896303,-0.1993270561487506,0.8828815367504196,0.6764532476363113,-0.41870638925746256,-0.22177764298849736,-0.367678697896487,1.0466808695695922,1.8925931120067996,0.23820914153197822,0.421825569846965,1.7139763545802733,1.7446601285905248,1.6631678676684813,-0.317023739989682,0.71645127775489,-0.7959638750208874,0.2892858110255972,0.0,1.0,1.0,1.8236282193141145,-1.5372352037018648,-1.9946521201070408,-1.4392489179805075,14.88011973752909,-0.8980002403259277,-1.2121359781800527,1.2702533571271297,-2.8728241931462914,-7.881838505498316,4,3,0,0,0,0,0,0,0,1,0.0035491834465248688,0.004041075191005964,0.019686111834000933,-1.558939967459802
2023-03-20 00:00:00,302.092529296875,-1.5679887065405635,-1.5618118505683853,-1.5586987268023813,0.7017238358199603,0.3417458083379887,0.7459181131932537,-1.8858610074139797,-1.5472429726472892,-0.008217547619486789,-0.2103978464078729,0.6377623778000245,-0.1425352853826176,1.2259562504634998,0.20512407222785167,-1.7753289671847863,-1.7065709118519108,-1.752014225570922,-0.3701137541293033,-1.5282017975431261,0.6377623778000245,0.20512407222785167,1.747069420594232,-0.21661231451735508,-0.1425352853826176,-0.4755203525482439,0.7642400784358626,0.8238006051130743,-0.3480126681502905,-0.1174429254943472,-0.38667684719146916,-0.18553927793327119,1.7470688010285589,0.3038287345530274,-1.0201021508378125,1.7230569016436867,1.7431040891360898,1.6835871532244016,0.12310662959846332,-0.1398667122132084,-0.18157266114534834,-0.7010926714267416,0.0,1.0,1.0,1.531385412601958,-1.486342579433102,-1.7613730612321528,-1.0250137129119565,15.86922933241612,-0.9840002059936523,0.8652104280420552,-0.6768731686041541,1.2843727424198585,5.726288673375267,0,3,0,0,0,0,0,0,0,1,0.014282296902060902,0.012354116105840527,0.009118526294862253,-1.5443197687647139
2023-03-21 00:00:00,306.4071044921875,-1.507600400473737,-1.502162621797557,-1.5091955969264002,0.30463365510355417,0.6540923584542445,1.1230565278986375,-1.8737456163730504,-1.5378929719046308,0.12818981647589595,-0.14173073374474254,0.8678233955725395,-0.17998236139474494,1.520121887680746,0.7676067387601729,-1.7416206568566963,-1.7187298161885838,-1.7403596973600963,-0.051201969990451617,-1.5212131644720734,0.8678233955725395,0.7676067387601729,1.4260032385743349,-0.4736991795914968,-0.17998236139474494,-0.34257891514415867,0.6065188805490449,1.1342120433636063,-0.2502120331970352,0.031362563464920945,-0.3453319629548965,0.8497959693328376,1.4260027328688125,1.0368105761205642,-1.4601790484456938,1.7604439786170114,1.7575793561884945,1.7452130993808745,0.6950862943974346,0.5943051344813143,0.4328185527301907,-0.7010926714267416,0.0,1.0,1.0,0.9361557471082392,-1.416179060708401,-1.4223045263443002,-0.6878457096868406,18.160618923058106,-0.999000072479248,1.2078685322065639,-1.4105157062038278,1.8718032125933854,4.661591760171273,1,3,0,0,0,0,0,1,0,1,-0.013597935051653588,0.0017722493284097324,-0.010375636382324596,-1.485277702681377
2023-03-22 00:00:00,302.2406005859375,-1.4478821282361425,-1.5082765900379602,-1.477852114006689,1.8704349645974674,0.16855042618591323,-0.5237028171375312,-1.863350510446893,-1.5310572060076033,0.16372324471285846,-0.07910129209256464,0.7975343683760857,-0.09605121114199625,1.1591105777399207,-1.172281757021086,-1.725826979684742,-1.7180191713413513,-1.7317916069969814,0.05288426273971637,-1.5110324679434703,0.7975343683760857,-1.172281757021086,0.7241432069444242,-1.0313845069472136,-0.09605121114199625,0.5380942621622896,0.23818150794534013,0.2166370344817838,-0.15592454711047923,0.06877480015712505,-0.25610431571301717,-0.09413651306828447,0.7241429501405108,0.5187435528971038,-0.5754417622792758,1.6769315817450576,1.6701800856453355,1.6667472689546348,-0.7992845838020044,-0.07478581166971134,-0.7959638750208874,0.2892858110255972,0.0,1.0,1.0,1.1252541784605692,-1.5084648122658917,-1.7098344990634922,-0.7889957661378343,17.14534005001092,-1.063000202178955,-1.7341030623992801,0.4521705633580556,-1.6075887818288934,-1.393849127468438,2,3,0,0,0,0,0,0,0,1,0.011858151703080225,0.008624147046291228,0.021560165673447214,-1.5422935125429262
2023-03-23 00:00:00,305.8246154785156,-1.462643759205055,-1.493873497452041,-1.4825598567342904,1.797307823252056,0.4355644556019792,0.3803988389472572,-1.8525674174625113,-1.5226421773043863,0.24008361277695717,-0.012459778661655273,0.844241885539214,-0.05183978599833512,1.0090501396619533,0.6573907908770243,-1.7023861443163575,-1.7239934257205771,-1.7224837737466703,0.25560968015741536,-1.5007443067901407,0.844241885539214,0.6573907908770243,0.20500671506756102,-0.7637797722931854,-0.05183978599833512,0.24990339309139048,0.8405082963383019,0.6043269129467693,-0.0543866102735119,0.15053952746908783,-0.17325007184555777,-0.22391524864743573,0.20500664236574076,1.3350366298065963,0.6888991878693287,1.7095159916017226,1.6876699135920266,1.7152178224660584,0.566361160708529,-0.16816139921006354,-0.18157266114534834,-0.7010926714267416,0.0,1.0,1.0,1.2004637725243523,-1.4940783400197555,-1.9648143115092456,-0.9334974873370685,16.925566670648394,-1.0969998836517334,0.19133978824655223,0.1481753499307809,-1.4268434310219158,-1.9927599810566414,3,3,0,0,0,0,0,0,0,1,0.0036802753665431927,-0.008490747821057649,0.019144397097331362,-1.4932486739314312
2023-03-24 00:00:00,306.95013427734375,-1.505050864276418,-1.4946893881874572,-1.4906318662967424,0.7519848375654659,0.5170395227593602,0.6017016928723788,-1.84281602606025,-1.5139770162674633,0.309412413451481,0.055868510834515994,0.863878902612593,-0.11674298939787724,0.7461730342624383,0.2062940444631185,-1.6799538812573054,-1.7201374885372018,-1.7089337322810882,0.38192716821168365,-1.49348565833107,0.863878902612593,0.2062940444631185,0.5109461059715822,0.44457145043061974,-0.11674298939787724,-0.5417898913371945,0.8074790875102854,0.726076475771227,0.05113024930720857,0.23168051866511866,-0.0977403590782966,0.7249604627529338,0.5109459247740545,1.8438105330415049,0.2316442353753307,1.709266733879645,1.6784654286374125,1.7245970608193584,0.1331727748119489,0.5082314016498278,0.4328185527301907,-0.7010926714267416,0.0,1.0,1.0,1.0135142335577665,-1.4590648749134094,-2.0353399821293157,-0.9334974873370685,17.718410590750796,-1.122999668121338,0.5675022891867669,-0.49959313305191605,-0.4026018207804876,0.0035566469434552446,4,3,0,0,0,0,0,0,0,1,-0.006851165950928113,0.005886375435940356,0.032294533125501707,-1.4778467044928998
2023-03-27 00:00:00,304.84716796875,-1.482102187067813,-1.481916301537471,-1.459960451596442,0.33653318283577405,0.2604463566071595,-0.5328674831174143,-1.8341121791863078,-1.5067356110403927,0.32234594069016537,0.1133322572370371,0.7373966607677944,-0.1565621097262472,0.6221017545699923,-0.6156437213589542,-1.6651841858762295,-1.714099270200603,-1.6983150933721256,0.4402724453388056,-1.487237526563313,0.7373966607677944,-0.6156437213589542,0.13240075737836035,-0.5578793412705981,-0.1565621097262472,-0.3597895456582213,1.0764262682503194,0.49859451014574574,0.14501694655076738,0.25445395243442037,-0.006583783034527932,-0.2942040065306825,0.132400710424897,1.4357694481839238,-1.0475004985896212,1.6593370635866704,1.6261649236750717,1.6777350910421025,-0.43568810567942545,-0.21864249089924181,-0.7959638750208874,0.2892858110255972,0.0,1.0,1.0,0.7685462396133496,-1.4490220024510223,-1.6338828316483227,-0.7408289085342463,18.733908297086767,-1.0550000667572021,0.11007160362936806,-0.6664210922706789,2.2182362905572317,2.665306862547526,0,3,0,0,0,0,0,0,0,1,-0.005311619551933522,0.022412133385229214,0.036889522637976575,-1.5066243871481746
2023-03-28 00:00:00,303.2279357910156,-1.5424910520252146,-1.5243102775062258,-1.5061011092882728,0.23420089317443893,0.06541338546834498,-1.0730213942225586,-1.8264354996879109,-1.5006127938394027,0.2984538091360363,0.15412874919908026,0.5433607322563259,-0.21531173541407295,0.24919210960747223,-0.46597379035854986,-1.6561852668314347,-1.703672404939258,-1.6885728175001522,0.4287738834347666,-1.4825478191624166,0.5433607322563259,-0.46597379035854986,-0.5659067773785463,-1.0261817564732227,-0.21531173541407295,-0.497141926031183,1.3022668859656903,0.3234390085621959,0.21912178690295853,0.2397073139566038,0.0010530150291546904,-0.7788855661107071,-0.5659065766902369,0.6502557618889182,-1.0790790768198286,1.619795843206158,1.588531704614743,1.6365542356233624,-0.350453881438528,-0.5694591642514821,-0.7959638750208874,1.2796642934779359,0.0,1.0,1.0,0.633168888326677,-1.461099235274509,-1.5362317041061009,-0.6324543402175259,19.281539854084482,-1.063999891281128,-0.29103808281255567,-0.40522764254130195,0.5312545450894632,1.500770320161266,1,3,0,0,0,0,0,0,0,1,0.018233881394778453,0.044966205801770964,0.03890984989895003,-1.528782492851356
